Match,Teams,Auto Leave,Auto Coral L4,Auto Coral L3,Auto Coral L2,Auto Coral L1,Teleop Coral L4,Teleop Coral L3,Teleop Coral L2,Teleop Coral L1,Processor Algae,Net Algae,Endgame,Fouls,Adjustments,Total Score,Result
Quals 5 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,10523,3,4.31,0.00,1.22,0.00,17.06,9.94,3.75,3.09,0.00,0.00,2,0.00,0.00,44.37,Win
Quals 5 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6487,3,4.74,0.00,1.34,0.00,18.77,10.93,4.12,3.40,0.00,0.00,12,0.00,0.00,58.30,Win
Quals 6 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,8015,3,0.00,0.00,0.00,0.00,5.40,0.00,0.00,1.06,0.00,0.00,2,0.00,0.00,11.46,Loss
Quals 6 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,5849,0,0.00,0.00,0.00,0.00,7.20,0.00,0.00,1.42,0.00,0.00,2,0.00,0.00,10.62,Loss
Quals 6 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,8011,3,0.00,0.00,0.00,0.00,7.20,0.00,0.00,1.42,0.00,0.00,2,0.00,0.00,13.62,Loss
Quals 6 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6706,3,9.37,0.00,1.76,0.00,22.40,10.72,6.79,4.48,0.00,0.00,0,0.00,0.00,58.52,Win
Quals 6 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6494,3,3.09,0.00,0.58,0.00,7.39,3.54,2.24,1.48,0.00,0.00,2,0.00,0.00,23.32,Win
Quals 6 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,9993,3,8.24,0.00,1.55,0.00,19.71,9.44,5.97,3.94,0.00,0.00,0,0.00,0.00,51.85,Win
Quals 7 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,10486,0,1.04,0.00,0.00,0.45,8.23,0.59,0.00,0.90,0.00,2.98,0,0.00,0.00,14.19,Win
Quals 7 - World Robot Contest Championships 2025 - Sanya FRC Program & China Off-Season Event Presented by TIMKEN 2025,6941,3,3.78,0.00,0.00,1.64,29.92,2.14,0.00,3.29,0.00,10.85,2,0.00,0.00,56.62,Win
